what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306834837142
opened,view,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search.ui.views.SearchView",1306834846774
activated,view,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search.ui.views.SearchView",1306834846788
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306834847456
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306834847777
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306834854745
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1306834894985
activated,view,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search.ui.views.SearchView",1306834910635
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1306834922218
closed,view,org.eclipse.search,3.5.0.v20090526-2000,"org.eclipse.search.ui.views.SearchView",1306834922231
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1306834938509
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1306834938915
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306834942165
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835032071
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306835035615
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306835035740
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306835054322
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1306835054882
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835056698
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835076095
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835177730
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835186913
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835230729
error,log,,,"Internal Error",1306835230812
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835240114
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835269662
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835275473
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1306835543379
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1306835544154
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1306835547915
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835553946
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835560956
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1306835566992
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835581588
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835606852
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1306835609193
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306835612402
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306835612478
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1306835624621
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1306835624935
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1306835625127
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835680147
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835680902
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835681260
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835683111
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835684220
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1306835685864
