what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307000886247
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1307000889705
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307000891910
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1307000893386
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307000894705
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1307000895636
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1307000897054
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307000899156
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307000913199
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307000914924
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307000965884
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307000965944
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1307001016117
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1307001020834
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1307001022522
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001029076
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001054730
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1307001054741
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307001055307
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001084221
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001131819
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1307001134372
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1307001138141
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1307001138883
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001142997
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001143096
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001146885
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001146978
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1307001198311
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307001208130
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307001208495
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307001208859
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307001209599
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307001215784
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307001216127
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307001216325
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1307001216521
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1307001219890
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1307001221177
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1307001223304
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001239057
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001242280
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307001242311
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001247258
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1307001287282
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1307001289876
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307001312700
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307001312774
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1307001315376
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1307001319074
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1307001342413
